ID,jmeno,Y,X,okres,kraj,plocha bytu (m2),poloha bytu,velikostni kategorie,technologie vystavby,stari,technologicky stav,najemne_min (kc/m2/mesic),najemne_max (kc/m2/mesic),najemne_byt_min (kc/byt/mesic),najemne_byt_max (kc/byt/mesic),Datum aktualizace
585033,Vranovice,48.965993,16.606612,Brno-venkov,Jihomoravský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,77.7,95,5050.5,6175,MMR 2011
592889,Vyškov,49.27747,16.99898,Vyškov,Jihomoravský kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,83.7,92.5,5440.5,6012.5,MMR 2011
584207,Zastávka,49.187994,16.363099,Brno-venkov,Jihomoravský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,82.9,101.3,5388.5,6584.5,MMR 2011
584223,Zbýšov,49.155241,16.349514,Brno-venkov,Jihomoravský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,79,96.6,5135,6279,MMR 2011
593711,Znojmo,48.855493,16.0488,Znojmo,Jihomoravský kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,73.9,81.6,4803.5,5304,MMR 2011
586803,Ždánice,49.067287,17.027522,Hodonín,Jihomoravský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,56.8,69.5,3692,4517.5,MMR 2011
584282,Židlochovice,49.039522,16.618814,Brno-venkov,Jihomoravský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,86.4,105.6,5616,6864,MMR 2011
500526,Bělkovice-Lašťany,49.668659,17.317187,Olomouc,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,75.8,92.6,4927,6019,MMR 2011
541231,Rožmitál pod Třemšínem,49.601959,13.864302,Příbram,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,73.8,90.2,4797,5863,MMR 2011
525588,Bludov,49.940804,16.928491,Šumperk,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,60.1,73.5,3906.5,4777.5,MMR 2011
500852,Bohuňovice,49.663014,17.286935,Olomouc,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,68,83.2,4420,5408,MMR 2011
512800,Brodek u Přerova,49.484191,17.33825,Přerov,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,57.1,69.8,3711.5,4537,MMR 2011
569356,Česká Ves,50.257361,17.228053,Jeseník,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,51.2,62.6,3328,4069,MMR 2011
501646,Dolany,49.649875,17.322406,Olomouc,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,77.3,94.5,5024.5,6142.5,MMR 2011
535532,Hanušovice,50.080486,16.936412,Šumperk,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,45.3,55.4,2944.5,3601,MMR 2011
502146,Hlubočky,49.627575,17.402536,Olomouc,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,67,81.8,4355,5317,MMR 2011
502545,Horka nad Moravou,49.640087,17.210704,Olomouc,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,77,94.1,5005,6116.5,MMR 2011
513750,Hranice,49.547966,17.734693,Přerov,Olomoucký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,78.9,87.2,5128.5,5668,MMR 2011
536148,Javorník,50.390777,17.002714,Jeseník,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,38.5,47.1,2502.5,3061.5,MMR 2011
531723,Rudná,50.035024,14.234349,Praha-západ,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,88.1,107.7,5726.5,7000.5,MMR 2011
536385,Jeseník,50.229372,17.204648,Jeseník,Olomoucký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,61.8,68.4,4017,4446,MMR 2011
514055,Kojetín,49.351795,17.302071,Přerov,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,60.6,69.8,3939,4537,MMR 2011
589624,Konice,49.590296,16.889114,Prostějov,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,58,70.9,3770,4608.5,MMR 2011
589632,Kostelec na Hané,49.513979,17.058244,Prostějov,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,61.1,74.7,3971.5,4855.5,MMR 2011
539961,Libina,49.876431,17.082719,Šumperk,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,54.5,66.6,3542.5,4329,MMR 2011
514705,Lipník nad Bečvou,49.527548,17.58631,Přerov,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,72.2,83,4693,5395,MMR 2011
540030,Lipová-lázně,50.227772,17.140449,Jeseník,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,57.2,69.9,3718,4543.5,MMR 2011
503444,Litovel,49.70121,17.076152,Olomouc,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,67.5,77.6,4387.5,5044,MMR 2011
540196,Loštice,49.744697,16.928926,Šumperk,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,57,69.6,3705,4524,MMR 2011
503657,Lutín,49.558454,17.135725,Olomouc,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,75.8,92.6,4927,6019,MMR 2011
539643,Řevnice,49.913948,14.235895,Praha-západ,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,100.2,122.5,6513,7962.5,MMR 2011
540382,Mikulovice,50.29854,17.321556,Jeseník,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,53.1,64.8,3451.5,4212,MMR 2011
540471,Mohelnice,49.776983,16.919465,Šumperk,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,63.7,73.3,4140.5,4764.5,MMR 2011
597678,Moravský Beroun,49.793742,17.442122,Olomouc,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,46.8,57.2,3042,3718,MMR 2011
504505,Náměšť na Hané,49.602128,17.065396,Olomouc,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,70.3,85.9,4569.5,5583.5,MMR 2011
589756,Němčice nad Hanou,49.341816,17.205969,Prostějov,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,55.2,67.5,3588,4387.5,MMR 2011
540501,Nový Malín,49.942625,17.031909,Šumperk,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,59.8,73.1,3887,4751.5,MMR 2011
589896,Plumlov,49.466137,17.01502,Prostějov,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,62.1,76,4036.5,4940,MMR 2011
540773,Postřelmov,49.907563,16.912265,Šumperk,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,53.8,65.7,3497,4270.5,MMR 2011
589250,Prostějov,49.471879,17.111844,Prostějov,Olomoucký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,77.2,85.3,5018,5544.5,MMR 2011
511382,Přerov,49.455111,17.450905,Přerov,Olomoucký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,75.6,83.6,4914,5434,MMR 2011
532169,Buštěhrad,50.155938,14.188979,Kladno,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,94.1,115,6116.5,7475,MMR 2011
537764,Sadská,50.135962,14.986331,Nymburk,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,68.9,84.2,4478.5,5473,MMR 2011
540862,Rapotín,50.000749,17.018957,Šumperk,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,53.4,65.3,3471,4244.5,MMR 2011
540978,Ruda nad Moravou,49.980997,16.877822,Šumperk,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,55.2,67.5,3588,4387.5,MMR 2011
505161,Štěpánov,49.684038,17.220416,Olomouc,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,70.6,86.3,4589,5609.5,MMR 2011
505188,Šternberk,49.730444,17.298893,Olomouc,Olomoucký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,67.5,74.7,4387.5,4855.5,MMR 2011
541168,Štíty,49.961223,16.765759,Šumperk,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,45.5,55.6,2957.5,3614,MMR 2011
523704,Šumperk,49.965283,16.970611,Šumperk,Olomoucký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,65.7,72.7,4270.5,4725.5,MMR 2011
519146,Tovačov,49.430834,17.287959,Přerov,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,57,69.6,3705,4524,MMR 2011
519651,Troubky,49.43215,17.349146,Přerov,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,64.9,79.3,4218.5,5154.5,MMR 2011
505587,Uničov,49.770915,17.121441,Olomouc,Olomoucký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,68.6,75.8,4459,4927,MMR 2011
505609,Velká Bystřice,49.594228,17.363979,Olomouc,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,80.8,98.8,5252,6422,MMR 2011
534382,Sázava,49.871642,14.896734,Benešov,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,85.5,104.5,5557.5,6792.5,MMR 2011
541265,Velké Losiny,50.031973,17.040586,Šumperk,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,59.1,72.3,3841.5,4699.5,MMR 2011
505650,Velký Týnec,49.551974,17.337557,Olomouc,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,76.2,93.2,4953,6058,MMR 2011
569445,Vikýřovice,49.977924,17.012344,Šumperk,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,60.7,74.1,3945.5,4816.5,MMR 2011
541354,Zábřeh,49.882601,16.87223,Šumperk,Olomoucký kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,65.5,72.4,4257.5,4706,MMR 2011
597996,Zlaté Hory,50.263801,17.396026,Jeseník,Olomoucký kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,47.7,58.3,3100.5,3789.5,MMR 2011
592021,Bánov,48.988019,17.717526,Uherské Hradiště,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,68.4,83.6,4446,5434,MMR 2011
592048,Bojkovice,49.038652,17.814874,Uherské Hradiště,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,70,85.5,4550,5557.5,MMR 2011
592064,Boršice,49.062546,17.350853,Uherské Hradiště,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,78.4,95.9,5096,6233.5,MMR 2011
585114,Brumov-Bylnice,49.090887,18.023088,Zlín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,63.6,73.1,4134,4751.5,MMR 2011
592102,Buchlovice,49.086274,17.338528,Uherské Hradiště,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,80.5,98.4,5232.5,6396,MMR 2011
541281,Sedlčany,49.660574,14.426636,Příbram,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,98.3,113.2,6389.5,7358,MMR 2011
588393,Bystřice pod Hostýnem,49.399241,17.674013,Kroměříž,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,75,86.2,4875,5603,MMR 2011
592145,Dolní Němčí,48.968373,17.585862,Uherské Hradiště,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,64.2,78.5,4173,5102.5,MMR 2011
585211,Fryšták,49.285209,17.683463,Zlín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,79.7,97.4,5180.5,6331,MMR 2011
542679,Halenkov,49.317409,18.147477,Vsetín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,61.8,75.5,4017,4907.5,MMR 2011
592170,Hluk,48.988123,17.526688,Uherské Hradiště,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,69.2,84.6,4498,5499,MMR 2011
588458,Holešov,49.333314,17.578323,Kroměříž,Zlínský kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,88.4,97.6,5746,6344,MMR 2011
542687,Horní Bečva,49.432167,18.288576,Vsetín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,70.3,85.9,4569.5,5583.5,MMR 2011
542750,Hošťálková,49.35468,17.869435,Vsetín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,62.2,76,4043,4940,MMR 2011
542768,Hovězí,49.303652,18.060614,Vsetín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,64.1,78.3,4166.5,5089.5,MMR 2011
588491,Hulín,49.316896,17.463742,Kroměříž,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,71.5,82.2,4647.5,5343,MMR 2011
530573,Sedlec-Prčice,49.571832,14.532593,Příbram,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,51,62.4,3315,4056,MMR 2011
542784,Huslenky,49.303182,18.090358,Vsetín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,63,77,4095,5005,MMR 2011
542814,Hutisko-Solanec,49.430973,18.213915,Vsetín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,68.3,83.5,4439.5,5427.5,MMR 2011
588512,Chropyně,49.356443,17.364514,Kroměříž,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,75.7,87.1,4920.5,5661.5,MMR 2011
542865,Jablůnka,49.383557,17.950202,Vsetín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,65.1,79.6,4231.5,5174,MMR 2011
542911,Karolinka,49.351284,18.240047,Vsetín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,55.3,67.6,3594.5,4394,MMR 2011
542989,Kelč,49.478445,17.815331,Vsetín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,62,75.7,4030,4920.5,MMR 2011
588601,Koryčany,49.106391,17.164336,Kroměříž,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,63.4,77.4,4121,5031,MMR 2011
588296,Kroměříž,49.297854,17.39312,Kroměříž,Zlínský kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,89.6,99,5824,6435,MMR 2011
550744,Kunovice,49.044991,17.470114,Uherské Hradiště,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,81.3,93.5,5284.5,6077.5,MMR 2011
588644,Kvasice,49.242228,17.469748,Kroměříž,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,69.6,85,4524,5525,MMR 2011
532860,Stochov,50.146306,13.963457,Kladno,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,82.7,95.1,5375.5,6181.5,MMR 2011
585459,Luhačovice,49.099828,17.757474,Zlín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,98.9,113.8,6428.5,7397,MMR 2011
588768,Morkovice-Slížany,49.247985,17.207828,Kroměříž,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,55.1,67.4,3581.5,4381,MMR 2011
585513,Napajedla,49.171562,17.511948,Zlín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,80,92,5200,5980,MMR 2011
592439,Nivnice,48.97465,17.647581,Uherské Hradiště,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,69.5,84.9,4517.5,5518.5,MMR 2011
544566,Nový Hrozenkov,49.336976,18.197921,Vsetín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,61,74.5,3965,4842.5,MMR 2011
592463,Ostrožská Nová Ves,49.004341,17.436328,Uherské Hradiště,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,79.3,97,5154.5,6305,MMR 2011
585599,Otrokovice,49.20992,17.530771,Zlín,Zlínský kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,94.1,104,6116.5,6760,MMR 2011
544841,Rožnov pod Radhoštěm,49.458532,18.143012,Vsetín,Zlínský kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,76.2,84.2,4953,5473,MMR 2011
585751,Slavičín,49.087994,17.873486,Zlín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,64.8,74.5,4212,4842.5,MMR 2011
585777,Slušovice,49.247824,17.801495,Zlín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,67.8,82.8,4407,5382,MMR 2011
538876,Šestajovice,50.108451,14.680132,Praha-východ,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,76.1,93,4946.5,6045,MMR 2011
550752,Staré Město,49.075152,17.433387,Uherské Hradiště,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,93,107,6045,6955,MMR 2011
592617,Strání,48.902163,17.706722,Uherské Hradiště,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,64.2,78.5,4173,5102.5,MMR 2011
585831,Štítná nad Vláří-Popov,49.069508,17.975247,Zlín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,61.7,75.4,4010.5,4901,MMR 2011
585858,Tlumačov,49.253508,17.495589,Zlín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,77,94.1,5005,6116.5,MMR 2011
592005,Uherské Hradiště,49.069753,17.459693,Uherské Hradiště,Zlínský kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,88.3,97.6,5739.5,6344,MMR 2011
592731,Uherský Brod,49.025135,17.647156,Uherské Hradiště,Zlínský kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,87.7,97,5700.5,6305,MMR 2011
592749,Uherský Ostroh,48.98556,17.389855,Uherské Hradiště,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,80.3,98.2,5219.5,6383,MMR 2011
544949,Valašská Bystřice,49.415078,18.109766,Vsetín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,61.3,74.9,3984.5,4868.5,MMR 2011
585891,Valašské Klobouky,49.140645,18.007593,Zlín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,62.1,71.4,4036.5,4641,MMR 2011
545058,Valašské Meziříčí,49.471809,17.971123,Vsetín,Zlínský kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,76.4,84.4,4966,5486,MMR 2011
532983,Tuchlovice,50.138027,13.991158,Kladno,Středočeský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,85.4,104.4,5551,6786,MMR 2011
545163,Velké Karlovice,49.360643,18.283537,Vsetín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,57.3,70.1,3724.5,4556.5,MMR 2011
585939,Vizovice,49.222877,17.854542,Zlín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,76,92.8,4940,6032,MMR 2011
592820,Vlčnov,49.009901,17.581836,Uherské Hradiště,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,74.9,91.5,4868.5,5947.5,MMR 2011
541630,Vsetín,49.338715,17.996183,Vsetín,Zlínský kraj,65,běžná poloha,středně velké byty (40 až 70 včetně),panelová stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,73.8,81.6,4797,5304,MMR 2011
545236,Zašová,49.474101,18.044355,Vsetín,Zlínský kraj,65,bez rozlišení,středně velké byty (40 až 70 včetně),zděná stavba,stavba ve standardním technickém stavu,byty ve standardním technickém stavu,69.3,84.7,4504.5,5505.5,MMR 2011
